name,type,value,date
この涙を君に捧ぐ 完整版,NO NAME,67.31,2013/4/22
一千一秒 完整版,EXILE TAKAHIRO,66.15,2013/4/22
さつきあめ 完整版,BENI,65.36,2013/4/22
After Rain,AKB48,92.46,2013/4/29
Real Sexy! 完整版,Sexy Zone,83.48,2013/4/29
HEROES,GReeeeN,83.04,2013/4/29
運命 完整版,东京女子流,80.08,2013/4/29
愛詞(あいことば),中岛美嘉,77.91,2013/4/29
"会わないつもりの,元気でね 完整版",SCANDAL,77.07,2013/4/29
Mine 完整版,河西智美,73.89,2013/4/29
今日から思い出 完整版,Aimer,73.76,2013/4/29
4月の雨 完整版,aiko,73.48,2013/4/29
怪.セラ.セラ 完整版,山下智久,72.28,2013/4/29
ミラクル 完整版,miwa,69.6,2013/4/29
虹,SPYAIR,69.54,2013/4/29
掌が語ること,AKB48,68.01,2013/4/29
ここにしかない景色,関ジャニ∞,64.41,2013/4/29
RPG,SEKAI NO OWARI,64.1,2013/4/29
Message 完整版,家入レオ,63.33,2013/4/29
にんじゃりばんばん,きゃりーぱみゅぱみゅ,62.88,2013/4/29
へそ曲がり,関ジャニ∞,61.14,2013/4/29
Breathless 完整版,岚,61.1,2013/4/29
一千一秒 完整版,EXILE TAKAHIRO,59.88,2013/4/29
Magic of Love 完整版,Perfume,94.77,2013/5/6
続 混沌,中川翔子,86.62,2013/5/6
インベーダーインベーダー,きゃりーぱみゅぱみゅ,85.76,2013/5/6
いろはにほへと,椎名林檎,82.77,2013/5/6
After Rain,AKB48,73.45,2013/5/6
幸先坂,真木阳子,71.69,2013/5/6
"会わないつもりの,元気でね 完整版",SCANDAL,67.6,2013/5/6
Enjoy Your Life! 完整版,河西智美 AKB48,65.38,2013/5/6
HEROES,GReeeeN,64.88,2013/5/6
ミラクル 完整版,miwa,64.38,2013/5/6
4月の雨 完整版,aiko,63.08,2013/5/6
怪.セラ.セラ 完整版,山下智久,62.51,2013/5/6
今日から思い出 完整版,Aimer,61.56,2013/5/6
Real Sexy! 完整版,Sexy Zone,60.82,2013/5/6
Mine 完整版,河西智美,60.67,2013/5/6
愛詞(あいことば),中岛美嘉,58.84,2013/5/6
にんじゃりばんばん,きゃりーぱみゅぱみゅ,58.64,2013/5/6
掌が語ること,AKB48,57.36,2013/5/6
さよならクロール 完整版,AKB48,98.14,2013/5/13
ハステとワステ(BKA48),AKB48,82.3,2013/5/13
FACE to Face 完整版,KAT-TUN,81.36,2013/5/13
猫中毒,Tegomass,80.64,2013/5/13
Flash 完整版,KAT-TUN,74.78,2013/5/13
Delight 完整版,miwa,74.52,2013/5/13
How come ?,AKB48,73.7,2013/5/13
Precious 完整版,May J.,72.59,2013/5/13
After Rain,AKB48,68.42,2013/5/13
ロマンス拳銃,AKB48,67.47,2013/5/13
Magic of Love 完整版,Perfume,66.74,2013/5/13
いろはにほへと,椎名林檎,65.89,2013/5/13
"会わないつもりの,元気でね 完整版",SCANDAL,65.44,2013/5/13
インベーダーインベーダー,きゃりーぱみゅぱみゅ,64.78,2013/5/13
続 混沌,中川翔子,64.55,2013/5/13
イキルコト,AKB48,64.09,2013/5/13
Preserved Roses,水树奈奈 T.M.Revolution,62.8,2013/5/13
Enjoy Your Life! 完整版,河西智美 AKB48,62.07,2013/5/13
HEROES,GReeeeN,61.97,2013/5/13
今日から思い出 完整版,Aimer,56.22,2013/5/13
1%,板野友美,98.58,2013/5/20
Endless Game 完整版,岚,89.77,2013/5/20
Believe 完整版,西野加奈,84.62,2013/5/20
Magic feat. AKLO 完整版,KEITA,82.7,2013/5/20
さよならクロール 完整版,AKB48,82.26,2013/5/20
ハステとワステ(BKA48),AKB48,81.65,2013/5/20
How come ?,AKB48,70.11,2013/5/20
Preserved Roses,水树奈奈 T.M.Revolution,67.56,2013/5/20
Magic of Love 完整版,Perfume,66.57,2013/5/20
Flash 完整版,KAT-TUN,66.19,2013/5/20
猫中毒,Tegomass,66.1,2013/5/20
FACE to Face 完整版,KAT-TUN,65.63,2013/5/20
Delight 完整版,miwa,64.69,2013/5/20
Eternally 完整版,GLAY,64.32,2013/5/20
REM 完整版,Mr.Children,63.02,2013/5/20
ロマンス拳銃,AKB48,61.7,2013/5/20
LuLu!! 完整版,松田圣子,60.9,2013/5/20
いろはにほへと,椎名林檎,60.39,2013/5/20
イキルコト,AKB48,59.67,2013/5/20
After Rain,AKB48,58.51,2013/5/20
Endless Game 完整版,岚,95.24,2013/5/27
1%,板野友美,94.01,2013/5/27
さよならクロール 完整版,AKB48,80.7,2013/5/27
Magic feat. AKLO 完整版,KEITA,80.46,2013/5/27
Believe 完整版,西野加奈,77.97,2013/5/27
ハステとワステ(BKA48),AKB48,76.88,2013/5/27
Flower Song,EXILE,76.04,2013/5/27
Love Is In The Air,AAA,74.6,2013/5/27
Flash 完整版,KAT-TUN,68.57,2013/5/27
猫中毒,Tegomass,68.39,2013/5/27
ゴールデン チャイナタウン 完整版,Berryz工房,67.87,2013/5/27
FACE to Face 完整版,KAT-TUN,66.54,2013/5/27
いつもそばに 完整版,倉持明日香,66.54,2013/5/27
How come ?,AKB48,66.01,2013/5/27
Magic of Love 完整版,Perfume,62.18,2013/5/27
いろはにほへと,椎名林檎,60.24,2013/5/27
Preserved Roses,水树奈奈 T.M.Revolution,59.74,2013/5/27
REM 完整版,Mr.Children,59.23,2013/5/27
怪.セラ.セラ 完整版,山下智久,58.54,2013/5/27
今日から思い出 完整版,Aimer,57.06,2013/5/27
Contrail 完整版,安室奈美惠,93.74,2013/6/3
言ノ葉,ピコ,89.85,2013/6/3
First Love,May J.,88.84,2013/6/3
1%,板野友美,84.32,2013/6/3
Endless Game 完整版,岚,82.68,2013/6/3
Joy!! 完整版,SMAP,77.61,2013/6/3
Take Five,JUJU,77.51,2013/6/3
Last Love,Rihwa,75.97,2013/6/3
殺し屋危機一髪,"SOIL&""PIMP""SESSIONS 椎名林檎",75.91,2013/6/3
メギツネ,BABYMETAL,75.35,2013/6/3
さよならクロール 完整版,AKB48,74.84,2013/6/3
Believe 完整版,西野加奈,73.85,2013/6/3
EMOTION,加藤ミリヤ,73.14,2013/6/3
ガールズルール 完整版,乃木坂46,73.08,2013/6/3
ERENA 完整版,小野惠令奈,71.13,2013/6/3
ハステとワステ(BKA48),AKB48,68.39,2013/6/3
Magic feat. AKLO 完整版,KEITA,65.69,2013/6/3
猫中毒,Tegomass,63.92,2013/6/3
Love Is In The Air,AAA,63.23,2013/6/3
Flash 完整版,KAT-TUN,62.54,2013/6/3
Hands On Me 完整版,安室奈美惠,98.36,2013/6/10
Contrail 完整版,安室奈美惠,87.74,2013/6/10
言ノ葉,ピコ,87.11,2013/6/10
WOMAN DON'T CRY,清水翔太,85.28,2013/6/10
友達より大事な人,刚力彩芽,81.75,2013/6/10
涙の答え 完整版,関ジャニ∞,81.34,2013/6/10
1%,板野友美,79.12,2013/6/10
殺し屋危機一髪,"SOIL&""PIMP""SESSIONS 椎名林檎",77.33,2013/6/10
Endless Game 完整版,岚,75.32,2013/6/10
First Love,May J.,74.35,2013/6/10
大切なものは君以外に見当たらなくて 完整版,flumpool,72.27,2013/6/10
さよならクロール 完整版,AKB48,71.29,2013/6/10
野蛮なソフトクリーム,NMB48,69.4,2013/6/10
メギツネ,BABYMETAL,67.92,2013/6/10
ガールズルール 完整版,乃木坂46,67.57,2013/6/10
Last Love,Rihwa,66.59,2013/6/10
ハステとワステ(BKA48),AKB48,65.47,2013/6/10
Joy!! 完整版,SMAP,64.61,2013/6/10
Believe 完整版,西野加奈,64.28,2013/6/10
怪.セラ.セラ 完整版,山下智久,62.88,2013/6/10
Heaven 完整版,安室奈美惠,96.17,2013/6/17
Horizon,雅-miyavi-,90.92,2013/6/17
Hands On Me 完整版,安室奈美惠,90.1,2013/6/17
夢の終わり 愛の始まり,Angela Aki,84.68,2013/6/17
言ノ葉,ピコ,84.08,2013/6/17
1%,板野友美,79.35,2013/6/17
Contrail 完整版,安室奈美惠,78.49,2013/6/17
笑颜 完整版,いきものがかり,78.34,2013/6/17
悲しき雨降り 完整版,℃-ute,78.14,2013/6/17
Endless Game 完整版,岚,78.13,2013/6/17
OUR SKY 完整版,BENI,77.99,2013/6/17
"サクラ,散ル",GACKT,77.92,2013/6/17
現状ディストラクション,SPYAIR,77.36,2013/6/17
友達より大事な人,刚力彩芽,76.83,2013/6/17
WOMAN DON'T CRY,清水翔太,74.34,2013/6/17
涙の答え 完整版,関ジャニ∞,72.72,2013/6/17
さよならクロール 完整版,AKB48,71.93,2013/6/17
First Love,May J.,70.05,2013/6/17
Joy!! 完整版,SMAP,68.75,2013/6/17
Q&A,B'z,67.08,2013/6/17
Come On A My House 完整版,Hey! Say! JUMP,98.07,2013/6/24
ラッパ練習中 完整版,渡边麻友,95.47,2013/6/24
AHEAD 完整版,VAMPS,82.68,2013/6/24
現状ディストラクション,SPYAIR,80.38,2013/6/24
Heaven 完整版,安室奈美惠,76.94,2013/6/24
"サクラ,散ル",GACKT,73.64,2013/6/24
言ノ葉,ピコ,71.52,2013/6/24
笑颜 完整版,いきものがかり,71.31,2013/6/24
1%,板野友美,70.8,2013/6/24
Hands On Me 完整版,安室奈美惠,70.57,2013/6/24
あなたを胸に生きてゆく 完整版,岛谷瞳,69.59,2013/6/24
Endless Game 完整版,岚,66.36,2013/6/24
他の星から,乃木坂46,65.65,2013/6/24
夢の終わり 愛の始まり,Angela Aki,64.03,2013/6/24
Contrail 完整版,安室奈美惠,62.75,2013/6/24
Horizon,雅-miyavi-,62.41,2013/6/24
さよならクロール 完整版,AKB48,61.99,2013/6/24
友達より大事な人,刚力彩芽,61.53,2013/6/24
OUR SKY 完整版,BENI,60.34,2013/6/24
涙の答え 完整版,関ジャニ∞,60.18,2013/6/24
Secret,雅-miyavi-,96.87,2013/7/1
Come On A My House 完整版,Hey! Say! JUMP,91.85,2013/7/1
紅蓮の弓矢 完整版,Linked Horizon,89.31,2013/7/1
ラッパ練習中 完整版,渡边麻友,85.78,2013/7/1
1%,板野友美,80.28,2013/7/1
現状ディストラクション,SPYAIR,80.02,2013/7/1
"サクラ,散ル",GACKT,77.77,2013/7/1
さよならクロール 完整版,AKB48,75.17,2013/7/1
笑颜 完整版,いきものがかり,74.71,2013/7/1
言ノ葉,ピコ,74.39,2013/7/1
Heaven 完整版,安室奈美惠,74.31,2013/7/1
はじまりの海 完整版,坂本真绫,72.16,2013/7/1
Horizon,雅-miyavi-,69.33,2013/7/1
Hands On Me 完整版,安室奈美惠,69.13,2013/7/1
AHEAD 完整版,VAMPS,69.04,2013/7/1
Endless Game 完整版,岚,67.12,2013/7/1
夢の終わり 愛の始まり,Angela Aki,65.59,2013/7/1
あなたを胸に生きてゆく 完整版,岛谷瞳,64.11,2013/7/1
友達より大事な人,刚力彩芽,63.33,2013/7/1
WOMAN DON'T CRY,清水翔太,61.65,2013/7/1
紅蓮の弓矢 完整版,Linked Horizon,96.74,2013/7/8
太陽と向日葵 完整版,Flower,89.15,2013/7/8
Come On A My House 完整版,Hey! Say! JUMP,82,2013/7/8
Secret,雅-miyavi-,80.4,2013/7/8
Love Cries 完整版,堂本光一,76.63,2013/7/8
美しい稲妻 完整版,SKE48,73.76,2013/7/8
1%,板野友美,73.18,2013/7/8
現状ディストラクション,SPYAIR,70.47,2013/7/8
Loveletter 完整版,aiko,69.88,2013/7/8
"サクラ,散ル",GACKT,68.88,2013/7/8
はじまりの海 完整版,坂本真绫,66.94,2013/7/8
REPLAY 完整版,VAMPS,64.73,2013/7/8
AHEAD 完整版,VAMPS,63.27,2013/7/8
サマラバ 完整版,シド(SID),62.82,2013/7/8
夢の終わり 愛の始まり,Angela Aki,59.2,2013/7/8
あなたを胸に生きてゆく 完整版,岛谷瞳,57.66,2013/7/8
Horizon,雅-miyavi-,57.43,2013/7/8
ガールズルール 完整版,乃木坂46,54.94,2013/7/8
WOMAN DON'T CRY,清水翔太,52.43,2013/7/8
After Rain,AKB48,51.15,2013/7/8
キミが思ってるより 完整版,AKB48,98.57,2013/7/15
紅蓮の弓矢 完整版,Linked Horizon,81.63,2013/7/15
美しい稲妻 完整版,SKE48,81.6,2013/7/15
太陽と向日葵 完整版,Flower,78.19,2013/7/15
Secret,雅-miyavi-,72.44,2013/7/15
Come On A My House 完整版,Hey! Say! JUMP,71.35,2013/7/15
1%,板野友美,70.72,2013/7/15
Loveletter 完整版,aiko,61.97,2013/7/15
"サクラ,散ル",GACKT,60.67,2013/7/15
現状ディストラクション,SPYAIR,60.22,2013/7/15
Survivors 完整版,THE SECOND from EXILE DJ MAKIDAI,58.57,2013/7/15
サマラバ 完整版,シド(SID),56.55,2013/7/15
SWEET LOVE 完整版,松下优也,56.45,2013/7/15
微熱リフレイン 完整版,flumpool,55.72,2013/7/15
Love Cries 完整版,堂本光一,55.43,2013/7/15
After Rain,AKB48,52.74,2013/7/15
Horizon,雅-miyavi-,51.24,2013/7/15
ガールズルール 完整版,乃木坂46,50.84,2013/7/15
REPLAY 完整版,VAMPS,50.53,2013/7/15
Believe 完整版,西野加奈,50.45,2013/7/15
キミが思ってるより 完整版,AKB48,95.89,2013/7/22
レディーマーメイド 完整版,℃-ute Berryz工房 早安家族,82.27,2013/7/22
STAR LINE 完整版,AMIAYA,82.09,2013/7/22
紅蓮の弓矢 完整版,Linked Horizon,79.57,2013/7/22
太陽と向日葵 完整版,Flower,76.96,2013/7/22
光の果てに,Fairies,76.34,2013/7/22
美しい稲妻 完整版,SKE48,73.78,2013/7/22
SWEET LOVE 完整版,松下优也,72.45,2013/7/22
Come On A My House 完整版,Hey! Say! JUMP,71.49,2013/7/22
1%,板野友美,70.14,2013/7/22
Secret,雅-miyavi-,67.29,2013/7/22
君に届け 完整版,家入レオ,65.16,2013/7/22
翼 完整版,平原绫香,62.53,2013/7/22
現状ディストラクション,SPYAIR,61.26,2013/7/22
微熱リフレイン 完整版,flumpool,58.83,2013/7/22
"サクラ,散ル",GACKT,58.41,2013/7/22
道しるべ 完整版,EXILE ATSUSHI,58.34,2013/7/22
Loveletter 完整版,aiko,57.83,2013/7/22
Believe 完整版,西野加奈,56.26,2013/7/22
After Rain,AKB48,55.86,2013/7/22
SUMMER NUDE'13 完整版,山下智久,96.22,2013/7/29
キミが思ってるより 完整版,AKB48,89.92,2013/7/29
涙色 完整版,西野加奈,82.84,2013/7/29
愛の軍団 完整版,早安少女组,82.81,2013/7/29
Vitalization,水树奈奈,80.62,2013/7/29
紅蓮の弓矢 完整版,Linked Horizon,80.55,2013/7/29
Nocturne 完整版,山下智久,79.83,2013/7/29
海岸清掃男子 完整版,早安少女组 ℃-ute ANGERME 早安家族,77.67,2013/7/29
下弦の月 -特別公開ver.-,SCANDAL,76.06,2013/7/29
太陽と向日葵 完整版,Flower,74.23,2013/7/29
レディーマーメイド 完整版,℃-ute Berryz工房 早安家族,71.06,2013/7/29
いつも抱きしめて 完整版,DAIGO,70.79,2013/7/29
Come On A My House 完整版,Hey! Say! JUMP,70.63,2013/7/29
STAR LINE 完整版,AMIAYA,70.1,2013/7/29
エイヤサ!ブラザー 完整版,Berryz工房 ℃-ute 早安家族,69.61,2013/7/29
HANDS UP!,新里宏太,68.71,2013/7/29
1%,板野友美,68.06,2013/7/29
美しい稲妻 完整版,SKE48,67.6,2013/7/29
Secret,雅-miyavi-,65.96,2013/7/29
わがまま 気のまま 愛のジョーク 完整版,早安少女组,65.76,2013/7/29
恋するフォーチュンクッキー 完整版,AKB48,99.11,2013/8/5
HEY WHAT'S UP? 完整版,赤西仁,93.66,2013/8/5
僕が死のうと思ったのは 完整版,中岛美嘉,82.07,2013/8/5
恋音と雨空,AAA,77.7,2013/8/5
SUMMER NUDE'13 完整版,山下智久,73.68,2013/8/5
キミが思ってるより 完整版,AKB48,72.49,2013/8/5
どうしようか? 完整版,AAA,68.88,2013/8/5
涙色 完整版,西野加奈,66.76,2013/8/5
Kiss You,miwa,66.58,2013/8/5
下弦の月 -特別公開ver.-,SCANDAL,64.39,2013/8/5
紅蓮の弓矢 完整版,Linked Horizon,62.78,2013/8/5
空と君のあいだに 完整版,绚香,62.62,2013/8/5
太陽と向日葵 完整版,Flower,60.38,2013/8/5
Nocturne 完整版,山下智久,60.31,2013/8/5
愛の軍団 完整版,早安少女组,60.16,2013/8/5
Come On A My House 完整版,Hey! Say! JUMP,60.08,2013/8/5
1%,板野友美,59.42,2013/8/5
君が思い出す僕は君を愛しているだろうか 完整版,V6,57.42,2013/8/5
レディーマーメイド 完整版,℃-ute Berryz工房 早安家族,57.23,2013/8/5
サークルゲーム 完整版,Galileo Galilei,55.8,2013/8/5
最後のドア(板野友美卒業ソング),AKB48,86.39,2013/8/12
恋するフォーチュンクッキー 完整版,AKB48,85.83,2013/8/12
デッサン 完整版,AKB48,81.12,2013/8/12
HEY WHAT'S UP? 完整版,赤西仁,78.5,2013/8/12
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,77.84,2013/8/12
ひこうき雲 完整版,松任谷由实,77.17,2013/8/12
キミとのキセキ 完整版,Kis-My-Ft2,72.38,2013/8/12
愛し君へ 完整版,GReeeeN,72.19,2013/8/12
キミが思ってるより 完整版,AKB48,68.57,2013/8/12
恋音と雨空,AAA,67.87,2013/8/12
眠りの森,Aimer,65.63,2013/8/12
タナゴコロ 完整版,Kis-My-Ft2,65.19,2013/8/12
SUMMER NUDE'13 完整版,山下智久,64.91,2013/8/12
僕が死のうと思ったのは 完整版,中岛美嘉,62.55,2013/8/12
どうしようか? 完整版,AAA,61.1,2013/8/12
涙色 完整版,西野加奈,58.97,2013/8/12
Kiss You,miwa,58.45,2013/8/12
Come On A My House 完整版,Hey! Say! JUMP,56.4,2013/8/12
1%,板野友美,55.94,2013/8/12
Nocturne 完整版,山下智久,53.62,2013/8/12
最後のドア(板野友美卒業ソング),AKB48,98.38,2013/8/19
恋するフォーチュンクッキー 完整版,AKB48,90.69,2013/8/19
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,86.11,2013/8/19
HEY WHAT'S UP? 完整版,赤西仁,79.41,2013/8/19
デッサン 完整版,AKB48,74.76,2013/8/19
キミが思ってるより 完整版,AKB48,74.41,2013/8/19
ひこうき雲 完整版,松任谷由实,72.82,2013/8/19
ベーグルにハム&チーズ 完整版,℃-ute,72.61,2013/8/19
eternal reality 完整版,fripSide,72.58,2013/8/19
恋音と雨空,AAA,69.78,2013/8/19
愛し君へ 完整版,GReeeeN,68.3,2013/8/19
SUMMER NUDE'13 完整版,山下智久,68.02,2013/8/19
僕が死のうと思ったのは 完整版,中岛美嘉,64.72,2013/8/19
キミとのキセキ 完整版,Kis-My-Ft2,63.91,2013/8/19
涙色 完整版,西野加奈,62.95,2013/8/19
眠りの森,Aimer,61.21,2013/8/19
どうしようか? 完整版,AAA,60.95,2013/8/19
Kiss You,miwa,60.11,2013/8/19
1%,板野友美,59.99,2013/8/19
Come On A My House 完整版,Hey! Say! JUMP,57.79,2013/8/19
ハートのベクトル 完整版,AKB48,95.12,2013/8/26
最後のドア(板野友美卒業ソング),AKB48,94.23,2013/8/26
恋するフォーチュンクッキー 完整版,AKB48,89.44,2013/8/26
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,83.37,2013/8/26
Identity,宫野真守,81.66,2013/8/26
女神はどこで微笑む? 完整版,AKB48,78.89,2013/8/26
HEY WHAT'S UP? 完整版,赤西仁,78.12,2013/8/26
ひこうき雲 完整版,松任谷由实,77.35,2013/8/26
Faraway 完整版,miwa,76.12,2013/8/26
恋音と雨空,AAA,75.52,2013/8/26
キミが思ってるより 完整版,AKB48,74.23,2013/8/26
デッサン 完整版,AKB48,71,2013/8/26
No Limit 完整版,EXILE,66.7,2013/8/26
愛し君へ 完整版,GReeeeN,66.44,2013/8/26
ベーグルにハム&チーズ 完整版,℃-ute,65.87,2013/8/26
SUMMER NUDE'13 完整版,山下智久,64.83,2013/8/26
あい 完整版,近藤晃央,63.07,2013/8/26
eternal reality 完整版,fripSide,62.92,2013/8/26
僕が死のうと思ったのは 完整版,中岛美嘉,62.77,2013/8/26
涙色 完整版,西野加奈,62.39,2013/8/26
女神はどこで微笑む? 完整版,AKB48,95.43,2013/9/2
1mm 完整版,Perfume,93.89,2013/9/2
タイムマシンなんていらない 完整版,前田敦子,89.54,2013/9/2
メロンジュース 完整版,HKT48,86.63,2013/9/2
ヒリヒリの花 完整版,Not yet,84.24,2013/9/2
最後のドア(板野友美卒業ソング),AKB48,83.84,2013/9/2
恋するフォーチュンクッキー 完整版,AKB48,82.73,2013/9/2
ハートのベクトル 完整版,AKB48,78.47,2013/9/2
Identity,宫野真守,75.84,2013/9/2
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,75.53,2013/9/2
HEY WHAT'S UP? 完整版,赤西仁,74.22,2013/9/2
ひこうき雲 完整版,松任谷由实,71.48,2013/9/2
恋音と雨空,AAA,68.75,2013/9/2
SUMMER NUDE'13 完整版,山下智久,65.41,2013/9/2
Faraway 完整版,miwa,63.96,2013/9/2
キミが思ってるより 完整版,AKB48,63.95,2013/9/2
伝心∞アンチェインド,FREE蛇'M,63.07,2013/9/2
僕が死のうと思ったのは 完整版,中岛美嘉,59.85,2013/9/2
愛し君へ 完整版,GReeeeN,59.3,2013/9/2
涙色 完整版,西野加奈,59,2013/9/2
Belief～春を待つ君へ～ 完整版,flumpool 五月天,97.95,2013/9/9
タイムマシンなんていらない 完整版,前田敦子,80.15,2013/9/9
1mm 完整版,Perfume,77.81,2013/9/9
女神はどこで微笑む? 完整版,AKB48,77.03,2013/9/9
カモネギックス 完整版,NMB48,76.33,2013/9/9
恋するフォーチュンクッキー 完整版,AKB48,75.81,2013/9/9
瞬き 完整版,堂本刚,75.51,2013/9/9
最後のドア(板野友美卒業ソング),AKB48,75.36,2013/9/9
Over Drive 完整版,SCANDAL,70.34,2013/9/9
ヒリヒリの花 完整版,Not yet,69.81,2013/9/9
Distance 完整版,JUJU,67.85,2013/9/9
メロンジュース 完整版,HKT48,67.82,2013/9/9
Re:NAME 完整版,大塚爱,67.78,2013/9/9
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,66.73,2013/9/9
ハートのベクトル 完整版,AKB48,65.72,2013/9/9
ひこうき雲 完整版,松任谷由实,64.88,2013/9/9
HEY WHAT'S UP? 完整版,赤西仁,62.32,2013/9/9
Identity,宫野真守,61.71,2013/9/9
恋音と雨空,AAA,61.23,2013/9/9
Belief～春を待つ君へ～ 完整版,flumpool 五月天,95.81,2013/9/16
タイムマシンなんていらない 完整版,前田敦子,84.42,2013/9/16
カモネギックス 完整版,NMB48,83.52,2013/9/16
恋するフォーチュンクッキー 完整版,AKB48,80.95,2013/9/16
Lonely Hearts,加藤ミリヤ,76.17,2013/9/16
女神はどこで微笑む? 完整版,AKB48,76.17,2013/9/16
1mm 完整版,Perfume,75.88,2013/9/16
最後のドア(板野友美卒業ソング),AKB48,75.73,2013/9/16
Lovin'You,May J.,74.34,2013/9/16
Re:NAME 完整版,大塚爱,73.48,2013/9/16
強く儚く 完整版,flumpool,70.72,2013/9/16
HEY WHAT'S UP? 完整版,赤西仁,66.69,2013/9/16
メロンジュース 完整版,HKT48,66.4,2013/9/16
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,65.43,2013/9/16
恋音と雨空,AAA,64.68,2013/9/16
ひこうき雲 完整版,松任谷由实,64.5,2013/9/16
Identity,宫野真守,59.91,2013/9/16
キミが思ってるより 完整版,AKB48,58.97,2013/9/16
Distance 完整版,JUJU,57.74,2013/9/16
Belief～春を待つ君へ～ 完整版,flumpool 五月天,94.11,2013-09-23
Lonely Hearts,加藤ミリヤ,92.97,2013-09-23
タイムマシンなんていらない 完整版,前田敦子,91.41,2013-09-23
恋するフォーチュンクッキー 完整版,AKB48,87.15,2013-09-23
Flash 完整版,AMOYAMO,86.63,2013-09-23
最後のドア(板野友美卒業ソング),AKB48,82.98,2013-09-23
強く儚く 完整版,flumpool,81.18,2013-09-23
女神はどこで微笑む? 完整版,AKB48,77.93,2013-09-23
カモネギックス 完整版,NMB48,77.23,2013-09-23
1mm 完整版,Perfume,75.73,2013-09-23
HEY WHAT'S UP? 完整版,赤西仁,69.04,2013-09-23
Lovin'You,May J.,67.70,2013-09-23
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,67.14,2013-09-23
恋音と雨空,AAA,66.82,2013-09-23
ひこうき雲 完整版,松任谷由实,65.90,2013-09-23
Re:NAME 完整版,大塚爱,62.69,2013-09-23
Identity,宫野真守,61.59,2013-09-23
キミが思ってるより 完整版,AKB48,61.15,2013-09-23
Over Drive 完整版,SCANDAL,60.83,2013-09-23
恋するフォーチュンクッキー 完整版,AKB48,92.50,2013-09-30
タイムマシンなんていらない 完整版,前田敦子,92.00,2013-09-30
Belief～春を待つ君へ～ 完整版,flumpool 五月天,90.77,2013-09-30
懺悔 完整版,EXILE ATSUSHI 久石让,89.55,2013-09-30
最後のドア(板野友美卒業ソング),AKB48,87.88,2013-09-30
Flash 完整版,AMOYAMO,84.52,2013-09-30
Lonely Hearts,加藤ミリヤ,82.33,2013-09-30
EXILE PRIDE ～こんな世界を愛するため～ 特别版,EXILE,79.19,2013-09-30
女神はどこで微笑む? 完整版,AKB48,78.40,2013-09-30
1mm 完整版,Perfume,75.94,2013-09-30
カモネギックス 完整版,NMB48,74.38,2013-09-30
キミが思ってるより 完整版,AKB48,72.07,2013-09-30
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,69.24,2013-09-30
恋音と雨空,AAA,68.97,2013-09-30
HEY WHAT'S UP? 完整版,赤西仁,68.25,2013-09-30
強く儚く 完整版,flumpool,66.37,2013-09-30
ひこうき雲 完整版,松任谷由实,65.65,2013-09-30
Identity,宫野真守,63.50,2013-09-30
アイナルホウエ,赤西仁,98.28,2013-10-07
恋するフォーチュンクッキー 完整版,AKB48,88.24,2013-10-07
ありがとうの轮,绚香,83.77,2013-10-07
タイムマシンなんていらない 完整版,前田敦子,82.48,2013-10-07
Belief～春を待つ君へ～ 完整版,flumpool 五月天,81.32,2013-10-07
最後のドア(板野友美卒業ソング),AKB48,80.14,2013-10-07
桔梗が丘 完整版,平井坚,77.89,2013-10-07
きみの唄,May J.,76.42,2013-10-07
EXILE PRIDE ～こんな世界を愛するため～ 特别版,EXILE,72.80,2013-10-07
Lonely Hearts,加藤ミリヤ,69.68,2013-10-07
懺悔 完整版,EXILE ATSUSHI 久石让,69.33,2013-10-07
1mm 完整版,Perfume,68.32,2013-10-07
女神はどこで微笑む? 完整版,AKB48,65.90,2013-10-07
Flash 完整版,AMOYAMO,64.51,2013-10-07
HEY WHAT'S UP? 完整版,赤西仁,63.82,2013-10-07
カモネギックス 完整版,NMB48,63.21,2013-10-07
涙のせいじゃない(篠田麻里子卒業ソング),AKB48 篠田麻里子,62.38,2013-10-07
ひこうき雲 完整版,松任谷由实,61.32,2013-10-07
恋音と雨空,AAA,59.15,2013-10-07
Birthday Wedding 完整版,柏木由纪,95.86,2013-10-14
Ballerina 完整版,安室奈美惠,93.14,2013-10-14
A Little Bit,w-inds.,92.10,2013-10-14
太陽の女神 完整版,家入レオ,87.92,2013-10-14
恋するフォーチュンクッキー 完整版,AKB48,85.89,2013-10-14
愛ってもっと斬新 完整版,℃-ute,84.02,2013-10-14
革命デュアリズム 完整版,水树奈奈 T.M.Revolution,83.00,2013-10-14
最後のドア(板野友美卒業ソング),AKB48,81.89,2013-10-14
タイムマシンなんていらない 完整版,前田敦子,79.99,2013-10-14
TAKOYAKI in my heart 完整版,関ジャニ∞,79.83,2013-10-14
アイナルホウエ,赤西仁,78.31,2013-10-14
桔梗が丘 完整版,平井坚,77.86,2013-10-14
